Rating,size,ownership,industry,sector,revenue,avg_salary,company_text,state,age,sql,python,java,sas,matlab,javascript,c++,scala,hadoop,spark,hive,deep_learning,nlp,cv,tensorflow,pytorch,keras,title_simple,seniority,description
2.5,5001 to 10000,Subsidiary or Business Segment,others,"Oil, Gas, Energy & Utilities",$2 to $5 billion,104.5,Westinghouse,PA,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2340
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,130.0,Apple,NY,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,3801
4.3,1001 to 5000,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,94.0,Paylocity,IL,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data scientist,others,3902
4.3,51 to 200,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,105.5,Tubi,CA,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,others,2600
3.9,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,79.0,Lenovo,NC,36,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,data scientist,others,1494
3.4,10000+,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion,104.5,UnitedHealth Group,MN,43,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,senior,5618
3.4,1001 to 5000,Company - Private,IT Services,Information Technology,$25 to $50 million,112.0,22nd Century Technologies,VA,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3941
4.7,201 to 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,164.0,Plaid,CA,8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,data scientist,others,3560
3.9,1001 to 5000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million,142.5,Grid Dynamics,GA,14,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,data engineer,senior,3722
3.4,1001 to 5000,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,182.5,Twitch,CA,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3625
3.7,10000+,Company - Public,Internet,Information Technology,$10+ billion,135.5,eBay,CA,25,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,data scientist,others,2993
3.8,501 to 1000,Company - Private,others,others,$2 to $5 billion,158.5,Opendoor,CA,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3335
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,52.0,PPD,IL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6621
3.6,5001 to 10000,other,Health Care Services & Hospitals,Health Care,$500 million to $1 billion,87.5,Parkland,TX,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4714
5.0,51 to 200,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,119.5,Fortego,MD,10,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,data scientist,others,3100
3.9,201 to 500,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,145.5,Reddit,CA,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1833
3.2,51 to 200,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million,58.0,"Sekisui XenoTech, LLC",KS,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5282
3.3,10000+,Company - Public,others,Manufacturing,$10+ billion,85.5,Keurig Dr Pepper,MA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3897
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,58.5,PPD,MD,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6868
4.8,201 to 500,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,122.0,Drizly,CA,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5627
3.8,10000+,Company - Public,IT Services,Information Technology,$10+ billion,120.0,IBM,NY,109,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,data scientist,others,4512
3.6,51 to 200,Nonprofit Organization,others,others,$100 to $500 million,90.5,Tides,CA,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,others,5122
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,109.5,PPD,NJ,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,9236
3.9,10000+,Company - Public,Internet,Information Technology,$10+ billion,121.0,Amazon,CA,26,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,data scientist,others,2820
3.7,51 to 200,Company - Private,Internet,Information Technology,$100 to $500 million,102.5,Smule,CA,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,data scientist,others,2787
4.5,10000+,Company - Public,Internet,Information Technology,$10+ billion,136.5,Google,NY,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3765
4.9,1 to 50,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,70.0,Cognistx,PA,5,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,data scientist,others,3078
3.7,5001 to 10000,Company - Public,others,Retail,Less than $1 million,146.5,JD.com,CA,-1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,data scientist,others,4160
3.6,10000+,Company - Public,others,"Oil, Gas, Energy & Utilities",$5 to $10 billion,82.5,National Grid USA,MA,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3507
4.0,10000+,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion,149.0,Kaiser Permanente,CA,75,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,4643
3.9,10000+,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,92.5,ByteDance,CA,8,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,1779
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,129.0,AstraZeneca,MD,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,2882
3.7,10000+,Company - Public,Internet,Information Technology,$10+ billion,129.5,eBay,TX,25,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,data scientist,others,2461
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,123.5,Pfizer,MA,171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3661
3.8,10000+,Company - Public,Insurance Carriers,Insurance,$10+ billion,101.0,Progressive Insurance,OH,83,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,senior,2440
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,89.5,Boehringer Ingelheim,CT,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3504
4.1,51 to 200,Company - Private,IT Services,Information Technology,$10 to $25 million,118.0,Flexton,CA,13,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,data scientist,others,2917
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,107.5,Johns Hopkins University Applied Physics Laboratory,MD,78,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4705
3.9,10000+,Company - Public,others,Manufacturing,$10+ billion,120.5,3M,MN,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,4363
3.6,10000+,Company - Public,others,Finance,$5 to $10 billion,135.5,Macquarie Group,PA,51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,others,2973
2.7,Unknown,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,111.0,Waymo,CA,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,data scientist,others,2293
3.1,10000+,Company - Public,others,Manufacturing,$10+ billion,92.5,PPG,PA,137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4553
4.7,5001 to 10000,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion,116.5,DocuSign,IL,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5509
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,50.0,PPD,NC,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5299
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,67.5,"Modernizing Medicine, Inc.",FL,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,others,others,4258
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,138.0,Capital One,NY,26,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,3185
4.8,201 to 500,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million,91.0,PeopleTec,AL,15,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,data scientist,others,5500
2.8,201 to 500,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million,94.5,Emerald,NY,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4399
3.4,1001 to 5000,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,182.5,Twitch,CA,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3616
4.0,10000+,Company - Public,Internet,Information Technology,$10+ billion,120.0,PayPal,CA,22,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,data scientist,others,3893
3.6,1001 to 5000,Company - Public,others,Manufacturing,$1 to $2 billion,72.0,"Entegris, Inc.",CT,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4311
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,100.0,Johnson & Johnson Family of Companies,CA,133,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,data scientist,senior,4162
3.8,10000+,Company - Private,others,others,$10+ billion,78.5,Deloitte,OH,170,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6584
4.7,Unknown,Company - Private,Publishing,Media,Less than $1 million,117.5,Sharpedge Solutions Inc,CA,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,799
3.8,1001 to 5000,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million,138.0,Samsung Research America,CA,32,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,data scientist,others,3387
3.0,1001 to 5000,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million,52.5,Jubilant HollisterStier Spokane,WA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2603
3.8,10000+,Subsidiary or Business Segment,others,Manufacturing,$10+ billion,74.0,Nestle USA,OH,154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4543
4.6,1 to 50,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,111.0,Realm,NY,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,others,2240
4.5,1001 to 5000,Company - Private,others,others,Unknown / Non-Applicable,123.5,Noom Inc.,NY,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,data scientist,senior,2782
3.8,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,104.5,Mission Essential,DC,16,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,2429
4.3,51 to 200,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million,92.0,Strike Social,IL,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3667
3.8,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,104.5,Mission Essential,DC,16,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,2429
2.8,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,107.0,"Immunomedics, Inc.",NJ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,1454
3.7,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,116.0,PACT Pharma,CA,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3458
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,116.5,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4721
5.0,1 to 50,Company - Private,others,others,Less than $1 million,92.0,iconvergence,WA,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,1528
3.9,Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,158.0,CIA,CA,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,others,5340
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,122.5,Capital One,IL,26,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,3183
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,88.0,Leidos,MD,51,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data scientist,others,3815
3.5,51 to 200,Company - Private,others,Business Services,Unknown / Non-Applicable,94.0,The GBS Group,PA,15,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4396
3.8,51 to 200,Company - Private,Internet,Information Technology,$25 to $50 million,130.0,Eaze,CA,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3634
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,101.5,LLamasoft,MI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3593
3.6,10000+,Company - Public,IT Services,Information Technology,$2 to $5 billion,91.5,Genpact,NY,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3197
4.2,10000+,other,others,Education,$2 to $5 billion,70.0,University of Utah,UT,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1697
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,120.0,Apple,TX,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4360
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,168.0,Boehringer Ingelheim,CT,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6541
4.4,201 to 500,Nonprofit Organization,Publishing,Media,$100 to $500 million,115.5,Harvard University,MA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,659
3.5,5001 to 10000,Company - Public,others,Retail,$500 million to $1 billion,196.5,Stitch Fix,CA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4271
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,165.5,Recursion Pharmaceuticals,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4885
3.7,10000+,Company - Public,others,others,$10+ billion,115.5,The Home Depot,TX,42,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,others,3015
3.5,201 to 500,Company - Private,Publishing,Media,Unknown / Non-Applicable,101.0,Forbes Media,NJ,103,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,data scientist,others,4454
3.8,10000+,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion,101.5,"JPMorgan Chase Bank, N.A.",IL,221,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,7170
3.0,10000+,Subsidiary or Business Segment,others,others,$10+ billion,84.5,Spectrum,MO,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,data scientist,others,3921
3.8,1001 to 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million,70.0,Children's Hospital of Philadelphia,PA,165,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,3964
3.9,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,91.5,LOCKHEED MARTIN CORPORATION,CT,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3398
4.3,51 to 200,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million,92.0,Strike Social,IL,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3667
3.8,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,104.5,Mission Essential,DC,16,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,2429
2.8,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,107.0,"Immunomedics, Inc.",NJ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,1454
3.7,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,116.0,PACT Pharma,CA,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3458
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,116.5,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4721
5.0,1 to 50,Company - Private,others,others,Less than $1 million,92.0,iconvergence,WA,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,1528
3.9,Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,158.0,CIA,CA,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,others,5340
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,122.5,Capital One,IL,26,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,3183
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,88.0,Leidos,MD,51,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data scientist,others,3815
3.5,51 to 200,Company - Private,others,Business Services,Unknown / Non-Applicable,94.0,The GBS Group,PA,15,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4396
3.8,51 to 200,Company - Private,Internet,Information Technology,$25 to $50 million,130.0,Eaze,CA,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3634
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,101.5,LLamasoft,MI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3593
3.6,10000+,Company - Public,IT Services,Information Technology,$2 to $5 billion,91.5,Genpact,NY,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3197
4.2,10000+,other,others,Education,$2 to $5 billion,70.0,University of Utah,UT,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1697
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,120.0,Apple,TX,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4360
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,168.0,Boehringer Ingelheim,CT,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6541
4.4,201 to 500,Nonprofit Organization,Publishing,Media,$100 to $500 million,115.5,Harvard University,MA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,659
3.5,5001 to 10000,Company - Public,others,Retail,$500 million to $1 billion,196.5,Stitch Fix,CA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4271
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,165.5,Recursion Pharmaceuticals,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4885
3.7,10000+,Company - Public,others,others,$10+ billion,115.5,The Home Depot,TX,42,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,others,3015
3.5,201 to 500,Company - Private,Publishing,Media,Unknown / Non-Applicable,101.0,Forbes Media,NJ,103,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,data scientist,others,4454
3.8,10000+,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion,101.5,"JPMorgan Chase Bank, N.A.",IL,221,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,7170
3.0,10000+,Subsidiary or Business Segment,others,others,$10+ billion,84.5,Spectrum,MO,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,data scientist,others,3921
3.8,1001 to 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million,70.0,Children's Hospital of Philadelphia,PA,165,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,3964
3.9,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,91.5,LOCKHEED MARTIN CORPORATION,CT,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3398
4.3,51 to 200,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million,92.0,Strike Social,IL,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3667
3.8,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,104.5,Mission Essential,DC,16,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,2429
2.8,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,107.0,"Immunomedics, Inc.",NJ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,1454
3.7,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,116.0,PACT Pharma,CA,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3458
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,116.5,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4721
5.0,1 to 50,Company - Private,others,others,Less than $1 million,92.0,iconvergence,WA,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,1528
3.9,Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,158.0,CIA,CA,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,others,5340
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,122.5,Capital One,IL,26,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,3183
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,88.0,Leidos,MD,51,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data scientist,others,3815
3.5,51 to 200,Company - Private,others,Business Services,Unknown / Non-Applicable,94.0,The GBS Group,PA,15,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4396
3.8,51 to 200,Company - Private,Internet,Information Technology,$25 to $50 million,130.0,Eaze,CA,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3634
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,101.5,LLamasoft,MI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3593
3.6,10000+,Company - Public,IT Services,Information Technology,$2 to $5 billion,91.5,Genpact,NY,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3197
4.2,10000+,other,others,Education,$2 to $5 billion,70.0,University of Utah,UT,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1697
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,120.0,Apple,TX,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4360
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,168.0,Boehringer Ingelheim,CT,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6541
4.4,201 to 500,Nonprofit Organization,Publishing,Media,$100 to $500 million,115.5,Harvard University,MA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,659
3.5,5001 to 10000,Company - Public,others,Retail,$500 million to $1 billion,196.5,Stitch Fix,CA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4271
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,165.5,Recursion Pharmaceuticals,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4885
3.7,10000+,Company - Public,others,others,$10+ billion,115.5,The Home Depot,TX,42,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,others,3015
3.5,201 to 500,Company - Private,Publishing,Media,Unknown / Non-Applicable,101.0,Forbes Media,NJ,103,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,data scientist,others,4454
3.8,10000+,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion,101.5,"JPMorgan Chase Bank, N.A.",IL,221,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,7170
3.0,10000+,Subsidiary or Business Segment,others,others,$10+ billion,84.5,Spectrum,MO,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,data scientist,others,3921
3.8,1001 to 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million,70.0,Children's Hospital of Philadelphia,PA,165,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,3964
3.9,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,91.5,LOCKHEED MARTIN CORPORATION,CT,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3398
